name,title,adult,popularity,video,vote_count,poster_path,release_date,id,genre_ids,original_title,original_language,origin_country,overview,backdrop_path,original_name,rating,first_air_date,genres
,Chinatown,False,295.845,False,3649,/mQJz8J4naOA7RmCtypTPjgXZIMY.jpg,1974-06-20,829,"[80, 18, 9648, 53]",Chinatown,en,,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",/bsoAg22remHKL5O0xJH0m9DX6Pu.jpg,,7.915,,"Crime, Drama, Mystery, Thriller"
,Se7en,False,296.547,False,20358,/6yoghtyTpznpBik8EngEmJskVUO.jpg,1995-09-22,807,"[80, 9648, 53]",Se7en,en,,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/iwgl8zlrrfvfWp9k9Paj8lvFEvS.jpg,,8.374,,"Crime, Mystery, Thriller"
,578: Magnum,False,269.451,False,46,/8Nw5v7wPfa2FwbKyx61K2nIBcKa.jpg,2022-05-20,821937,"[28, 53]",578: Phát Đạn Của Kẻ Điên,vi,,"A container truck driver, Hùng, lives an idyllic life with his little daughter, An. The father and daughter become the closest companions in every journey with their orange container truck. Life goes on like that until An has to leave her father to go to school. One day, Hùng is informed that An is suffering from severe depression. Relying on his old skills in the past and finding out the truth, Hùng becomes enraged and painful to know that his little girl was kidnapped by a male stranger. Starting his lone and intense journey looking for and chasing after the unknown abuser, Hùng realizes that to hunt down that psychopath he has to counter the massive underground forces behind him.",/6a3aiSYNqABoV1Fq8n10LMOBxhH.jpg,,5.674,,"Action, Thriller"
,Exhuma,False,311.367,False,114,/pQYHouPsDw32FhDLr7E3jmw0WTk.jpg,2024-02-22,838209,"[9648, 27, 53]",파묘,ko,,"After tracing the origin of a disturbing supernatural affliction to a wealthy family's ancestral gravesite, a team of paranormal experts relocates the remains—and soon discovers what happens to those who dare to mess with the wrong grave.",/aINel9503ompOlGKn4sIVMg09Un.jpg,,7.425,,"Mystery, Horror, Thriller"
,Skyscraper,False,297.649,False,4823,/52ml62vClzrlqvXZq2FEW6UF6c1.jpg,2018-07-11,447200,"[28, 53, 12]",Skyscraper,en,,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",/9bn8ApCTuqTb7rLoxzyGcyzjuFx.jpg,,6.317,,"Action, Thriller, Adventure"
,Lady Bird,False,297.489,False,8201,/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,2017-09-01,391713,"[18, 35]",Lady Bird,en,,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",/pcWxKfFNCznTKYy0E8M9nG1cwL4.jpg,,7.265,,"Drama, Comedy"
,Shazam!,False,292.16,False,9216,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,2019-03-29,287947,"[28, 35, 14]",Shazam!,en,,A boy is given the ability to become an adult superhero in times of need with a single magic word.,/o7JVhqMmrex1TPbmuxl8YXVlcfl.jpg,,7.017,,"Action, Comedy, Fantasy"
,Aquaman,False,298.631,False,13687,/zdw7Wf97vsQ0YnGomxDqfcEdUjX.jpg,2018-12-07,297802,"[28, 12, 14]",Aquaman,en,,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,,6.895,,"Action, Adventure, Fantasy"
,Rings,False,291.447,False,2424,/5FoczK6tDFzC9OyHiMMNIeNspek.jpg,2017-02-01,14564,[27],Rings,en,,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",/a4r8xcRwTgKIUKdWtxFXyxTZLeN.jpg,,4.975,,Horror
,Spitfire Over Berlin,False,275.367,False,22,/xtPPOPTad1qopK6uDe3VlYUa22o.jpg,2022-05-13,976906,"[10752, 28, 36]",Spitfire Over Berlin,en,,"August 1944. With the American Eighth Air Force poised to strike over Nazi Germany, British Intelligence learns that they could be flying into a deadly trap. With only hours to spare, Flight Lieutenant Edward Barnes must fly a life and death mission over Berlin in his unarmed Spitfire to obtain photographic evidence and save the lives of 1200 men.",/ilK1JRbMjo4sMJtNKLOKnqRf1RH.jpg,,3.909,,"War, Action, History"
,Allied,False,286.909,False,4408,/sV4lXM32quwminL3TP36nlNPp7Q.jpg,2016-11-17,369885,"[28, 18, 10752, 10749, 53]",Allied,en,,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",/gMssbddpo4thHGHMpQEZC00Sq9.jpg,,6.793,,"Action, Drama, War, Romance, Thriller"
,Grease,False,280.957,False,7004,/czVhhAaSBFpakur7U8pOIDV9NUG.jpg,1978-07-07,621,"[10749, 35]",Grease,en,,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",/pdhDFmVQSA0f5i5IL0gpWROjgZ5.jpg,,7.396,,"Romance, Comedy"
,Crooklyn,False,289.435,False,131,/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,1994-05-13,34152,"[35, 18]",Crooklyn,en,,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",/mIKuvEhBvDf9LGxE9x6m0hDR9Au.jpg,,6.771,,"Comedy, Drama"
,Melancholia,False,284.147,False,3374,/kd0PqvTsJd6DOY7Jxu0R4vEfpsj.jpg,2011-05-26,62215,"[18, 878]",Melancholia,en,,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,/cRR7N8WzOkby776y6I4vW0GQXrJ.jpg,,7.195,,"Drama, Science Fiction"
,U Turn,False,290.935,False,699,/lffvjJU8j7RLfz1SJVMfrn2wH6i.jpg,1997-10-03,10155,"[80, 18, 53]",U Turn,en,,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",/rq6duKhgffOtMs9LqgyhrJ9Y8EX.jpg,,6.641,,"Crime, Drama, Thriller"
,Species,False,283.498,False,1563,/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg,1995-07-07,9348,"[878, 27, 28]",Species,en,,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",/5ccklJJR9McV3nzAgurdbc5nAlz.jpg,,5.964,,"Science Fiction, Horror, Action"
,Nobody,False,272.457,False,6750,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,2021-03-18,615457,"[28, 53]",Nobody,en,,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",/6zbKgwgaaCyyBXE4Sun4oWQfQmi.jpg,,7.971,,"Action, Thriller"
,The Night They Came Home,False,265.639,False,19,/6Bd17axAG0qJ6YIU3SoootXV0Cz.jpg,2024-01-12,1216299,"[37, 53, 28]",The Night They Came Home,en,,"The combined force of local lawmen and Indian police aim to take down the the Rufus Buck Gang, a cold-heated band of fugitives with vengeance on their minds.",/v8RgWCgabyym0eVOuQJaxL4GS8p.jpg,,6.105,,"Western, Thriller, Action"
,Deadpool & Wolverine,False,246.125,False,0,/jbwYaoYWZwxtPP76AZnfYKQjCEB.jpg,2024-07-24,533535,"[35, 878, 28]",Deadpool & Wolverine,en,,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",/hzr7GhCoWTeQQMKDR6LXhN8x9fs.jpg,,0.0,,"Comedy, Science Fiction, Action"
,The American,False,277.464,False,1296,/5OEOsRaBsSxD0qBtAhus0iKDzr.jpg,2010-08-31,27579,"[80, 18, 53]",The American,en,,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",/hxWcdGQ1YOnnTa4BMC8XQmDBt7x.jpg,,5.9,,"Crime, Drama, Thriller"
,The Nun,False,293.98,False,6446,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,2018-09-05,439079,[27],The Nun,en,,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,/fgsHxz21B27hOOqQBiw9L6yWcM7.jpg,,5.892,,Horror
,Downsizing,False,266.151,False,3679,/5bNzInSSAXfr0MFlHfb4IoQePVx.jpg,2017-12-22,301337,"[18, 878]",Downsizing,en,,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,/rtr0l61RxLPkmZHbZj0WFlGx5G5.jpg,,5.349,,"Drama, Science Fiction"
,Poor Things,False,236.476,False,3407,/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,2023-12-07,792307,"[878, 10749, 35]",Poor Things,en,,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",/bQS43HSLZzMjZkcHJz4fGc7fNdz.jpg,,7.786,,"Science Fiction, Romance, Comedy"
,The Abyss,False,270.58,False,2844,/8NMEf8D2v85bQ6VNvexTqI9tVvG.jpg,1989-08-09,2756,"[12, 28, 53, 878]",The Abyss,en,,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",/xLzkWj2C6zCWyFT8Z7tKKtfrwcR.jpg,,7.3,,"Adventure, Action, Thriller, Science Fiction"
,Creed II,False,284.95,False,5242,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,2018-11-21,480530,"[18, 28]",Creed II,en,,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",/9il7qNbeYnPMYlutsVYDsj4hRyb.jpg,,7.027,,"Drama, Action"
,Float,False,357.588,False,50,/kPpaxvoQJ2xomVtirSqbDDNl79T.jpg,2024-02-09,895959,"[10749, 18]",Float,en,,"Waverly thought she had her future figured out, she’d start her medical residency in Toronto after a summer visit to her parents in Taipei. When her plans suddenly change, she makes an impulsive detour to a small Canadian town where she meets local lifeguard Blake. After he saves her from nearly drowning at a beach party, Blake offers to teach Waverly to swim, and as the lessons continue, the two unexpectedly find themselves falling in love.",/omHLKG9Q51tS0TlsiuJgw28D1uN.jpg,,6.86,,"Romance, Drama"
,Black Widow,False,264.212,False,9817,/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,2021-07-07,497698,"[28, 12, 878]",Black Widow,en,,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",/keIxh0wPr2Ymj0Btjh4gW7JJ89e.jpg,,7.257,,"Action, Adventure, Science Fiction"
,Arthur the King,False,366.621,False,177,/gxVcBc4VM0kAg9wX4HVg6KJHG46.jpg,2024-03-15,618588,"[12, 18]",Arthur the King,en,,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light and a scrappy street dog companion dubbed Arthur. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean.",/vTlK3chwsEToSoQJYUcJaHlNhIf.jpg,,7.421,,"Adventure, Drama"
,The Wages of Fear,False,282.982,False,239,/jFK2ZLQUzo9pea0jfMCHDfvWsx7.jpg,2024-03-28,984324,"[28, 53]",Le salaire de la peur,fr,,"When an explosion at an oil well threatens hundreds of lives, a crack team is called upon to make a deadly desert crossing with nitroglycerine in tow.",/qekky2LbtT1wtbD5MDgQvjfZQ24.jpg,,5.787,,"Action, Thriller"
,The Three Musketeers: Milady,False,275.758,False,421,/rtosxP5sXuoRFPH4sVbMccLIPiV.jpg,2023-12-13,845111,"[12, 28, 18]",Les trois mousquetaires : Milady,fr,,"D'Artagnan, on a quest to rescue the abducted Constance, runs into the mysterious Milady de Winter again. The tension between the Catholics and the Protestants finally escalates, as the king declares war — forcing the now four musketeers into battle. But as the war goes on, they are tested physically, mentally and emotionally.",/qGJASuD3fs9ZBxuEZoxCLVidVq8.jpg,,6.5,,"Adventure, Action, Drama"
,Predators,False,255.364,False,3927,/54LZIRznS0Zjn7ZDXrsGVe3HXei.jpg,2010-07-03,34851,"[878, 28, 53]",Predators,en,,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,/A49CBR0TUdVrHdSI9YcMjbyV4q9.jpg,,6.256,,"Science Fiction, Action, Thriller"
,It Chapter Two,False,269.824,False,8419,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,2019-09-04,474350,[27],It Chapter Two,en,,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",/8moTOzunF7p40oR5XhlDvJckOSW.jpg,,6.845,,Horror
,I Am Mother,False,273.961,False,2455,/b3jWxwWRFqvNDJTvBcmKJVHnzKK.jpg,2019-06-07,505948,"[878, 53]",I Am Mother,en,,"A teenage girl is raised underground by a robot ""Mother"", designed to repopulate the earth following an extinction event. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.",/8tqVlaXwF2vbMWMDa909IhdrTRc.jpg,,6.692,,"Science Fiction, Thriller"
,A Quiet Place,False,243.439,False,13596,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,447332,"[27, 18, 878]",A Quiet Place,en,,A family is forced to live in silence while hiding from creatures that hunt by sound.,/roYyPiQDQKmIKUEhO912693tSja.jpg,,7.397,,"Horror, Drama, Science Fiction"
,Suburbicon,False,268.859,False,1640,/a3IHgSwO5jWPLcGjKqbQ7pxVGkq.jpg,2017-10-26,395458,"[53, 80, 18, 9648]",Suburbicon,en,,"In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",/dmgFJdivUmV4vGLkbPD49KVjlHx.jpg,,5.884,,"Thriller, Crime, Drama, Mystery"
,Good Will Hunting,False,257.068,False,11874,/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,1997-12-05,489,[18],Good Will Hunting,en,,"When professors discover that an aimless janitor is also a math genius, a therapist helps the young man confront the demons that are holding him back.",/bpV8wn48s82au37QyUJ51S7X2Vf.jpg,,8.155,,Drama
,Bright,False,265.799,False,5485,/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg,2017-12-22,400106,"[14, 28, 53]",Bright,en,,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",/hu4psJoKxDYezvvS4GlLF531fom.jpg,,6.154,,"Fantasy, Action, Thriller"
,Scrooge,False,259.526,False,129,/eadjJGFdbZdhXSjtokmay7NjVHi.jpg,1970-11-05,13765,"[14, 18, 10751]",Scrooge,en,,A musical adaptation of Charles Dickens' classic ghost tale starring Albert Finney.,/i3iaSaSjXWC4bnlrk30B9vwmjMZ.jpg,,6.9,,"Fantasy, Drama, Family"
,Evil Dead II,False,262.592,False,2977,/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,1987-03-13,765,"[27, 35, 14]",Evil Dead II,en,,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",/jyRk8ykqLOXaVadZ0aWRDd89gMP.jpg,,7.55,,"Horror, Comedy, Fantasy"
,Iron Man 3,False,254.713,False,21697,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,2013-04-18,68721,"[28, 12, 878]",Iron Man 3,en,,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",/aFTYFqrWp4RS46Twm87l5e0ItYb.jpg,,6.928,,"Action, Adventure, Science Fiction"
,Sayen: The Huntress,False,277.658,False,35,/upKD8UbH8vQ798aMWgwMxV8t4yk.jpg,2024-04-26,850888,"[28, 53]",Sayen: La cazadora,es,,"Realizing that she cannot take down Fisk alone, Sayen teams up with an underground resistance group with a plan to expose and end Fisk's unchecked plundering once and for all.",/AuTfo1lbE8s2Y8RVTmlbJAeLWPK.jpg,,6.371,,"Action, Thriller"
,Kokoro to Karada,False,178.917,False,6,/tJSNalCgcqfI8mbI5xFveJGTQDv.jpg,2004-12-11,467407,[18],ココロとカラダ,ja,,"A few years ago,  when Tomomi (Hiroko Akune) was on the way home from school, she saw her friend Keiko (Misaki Mori) about to be raped by a man. Tomomi hit the man in the head with a stone and saved Keiko.  In the present, Keiko, has buried her past, sells her body in Tokyo. One day, Keiko is contacted by Tomomi. They haven't spoken since their high school graduation. They meet and Keiko lets Tomomi stay at her apartment. Soon, the bizarre lives of the two women begins, with Tomomi also selling her body.",,,7.667,,Drama
,Detroit,False,253.46,False,1588,/tmCt2hy9QoFHft3UcHwpGX2Sihl.jpg,2017-07-28,407448,"[80, 18, 53, 36]",Detroit,en,,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,/zpkWkIXEwSErbIgOlh1NkwQ6Pyj.jpg,,7.305,,"Crime, Drama, Thriller, History"
,The Rock,False,243.464,False,4490,/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg,1996-06-07,9802,"[28, 12, 53]",The Rock,en,,"When vengeful General Francis X. Hummel seizes control of Alcatraz Island and threatens to launch missiles loaded with deadly chemical weapons into San Francisco, only a young FBI chemical weapons expert and notorious Federal prisoner have the stills to penetrate the impregnable island fortress and take him down.",/uUCij548JeREaZeWQ9HX4IlK8sE.jpg,,7.128,,"Action, Adventure, Thriller"
,Saw X,False,251.293,False,1707,/aQPeznSu7XDTrrdCtT5eLiu52Yu.jpg,2023-09-27,951491,"[27, 53]",Saw X,en,,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",/uUJp5I4IbzuhdUiEx4R9OAoFpbz.jpg,,7.291,,"Horror, Thriller"
,The Creator,False,248.719,False,2667,/vBZ0qvaRxqEhZwl6LWmruJqWE8Z.jpg,2023-09-27,670292,"[28, 12, 878]",The Creator,en,,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",/kjQBrc00fB2RjHZB3PGR4w9ibpz.jpg,,7.106,,"Action, Adventure, Science Fiction"
,Get Out,False,261.533,False,16817,/mE24wUCfjK8AoBBjaMjho7Rczr7.jpg,2017-02-24,419430,"[9648, 53, 27]",Get Out,en,,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",/o8dPH0ZSIyyViP6rjRX1djwCUwI.jpg,,7.622,,"Mystery, Thriller, Horror"
,Holmes & Watson,False,261.056,False,819,/orEUlKndjV1rEcWqXbbjegjfv97.jpg,2018-12-25,426563,"[9648, 12, 35, 80]",Holmes & Watson,en,,"Detective Sherlock Holmes and Dr. John Watson join forces to investigate a murder at Buckingham Palace. They soon learn that they have only four days to solve the case, or the queen will become the next victim.",/5Zvu4SrY3p9qgnITkCn4jAQwKvB.jpg,,4.274,,"Mystery, Adventure, Comedy, Crime"
,Mothers' Instinct,False,267.964,False,43,/xscMEP5VsvCLxFvrDQD84biWsLA.jpg,2024-01-11,758679,"[18, 53]",Mothers' Instinct,en,,"Alice and Celine are inseparable and share everything, from their daily routines to their secrets. Their perfect harmony is shattered when one of their sons dies in a tragic accident while under Alice’s care. Celine blames Alice for the death of her child and becomes obsessed with protecting her surviving son from any harm. Alice, on the other hand, feels guilty and paranoid that Celine is plotting to harm her and her family. A gripping battle of wills ensues as the two women spiral into madness and violence.",/2ak94bJfXxHR5vBxwrpkycwOKv3.jpg,,6.988,,"Drama, Thriller"
,Rocky IV,False,240.871,False,4233,/2MHUit4H6OK5adcOjnCN6suCKOl.jpg,1985-11-21,1374,[18],Rocky IV,en,,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Ivan Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.",/ufUdEHvs31M8yw3HMFjhTaVJIVp.jpg,,7.083,,Drama
,Metropolis,False,239.902,False,2614,/pxbGZewX327IbTvrCVRJgcLJTSQ.jpg,1927-02-06,19,"[18, 878]",Metropolis,de,,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",/rnN9yJfwso6JA64wIPqK1m6K6e1.jpg,,8.136,,"Drama, Science Fiction"
,Rocky V,False,247.108,False,3056,/o1nY37L6HC9hwlLSH5sHVzvXt1P.jpg,1990-11-16,1375,[18],Rocky V,en,,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",/ne1ivJv3lGGUvZ9F72P0r2xpksB.jpg,,5.771,,Drama
,Scream 2,False,256.234,False,3970,/dORlVasiaDkJXTqt9bdH7nFNs6C.jpg,1997-12-12,4233,"[27, 9648]",Scream 2,en,,"Away at college, Sidney Prescott thought she'd finally put the shocking murders that shattered her life behind her... until a copycat killer begins acting out a real-life sequel.",/5QRRdnMWtAeu8Zgje2Gdwuo7gd6.jpg,,6.491,,"Horror, Mystery"
,Cop Land,False,239.667,False,1493,/qzR7m6kUhsbdid3xRK2jTXjyNmG.jpg,1997-08-15,2142,"[80, 18, 9648]",Cop Land,en,,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",/cnD5ygO97xFY8wQPwLP5v9saus7.jpg,,6.787,,"Crime, Drama, Mystery"
,The Suicide Squad,False,223.667,False,8237,/kb4s0ML0iVZlG6wAKbbs9NAm6X.jpg,2021-07-28,436969,"[28, 35, 12]",The Suicide Squad,en,,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,,7.524,,"Action, Comedy, Adventure"
,The Blues Brothers,False,262.054,False,4032,/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg,1980-06-16,525,"[10402, 35, 28, 80]",The Blues Brothers,en,,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",/bk2fTuIhQIvdAA3RbnrnvLvuaTc.jpg,,7.741,,"Music, Comedy, Action, Crime"
,Mother of the Bride,False,242.66,False,131,/vdTvwykMWvVgdaViBVRh8IFTku5.jpg,2024-05-08,1093231,"[10749, 35]",Mother of the Bride,en,,A doting mom jets off to a tropical island resort for her daughter's wedding — only to discover the groom's father is the ex she hasn't seen in decades.,/m0XCtFisSD0O6P55G1pUHdFccuL.jpg,,5.824,,"Romance, Comedy"
,Manhattan,False,243.435,False,2304,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg,1979-04-25,696,"[35, 18, 10749]",Manhattan,en,,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,/odXPsc6GyLlAHa64orhAkpmYNLU.jpg,,7.742,,"Comedy, Drama, Romance"
,The Dry,False,245.625,False,587,/zM12bfL2TEqVRXjiQIFUWUMLcCg.jpg,2021-01-01,567797,"[80, 53, 9648]",The Dry,en,,Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,/sGIfwDYvfU0h1G7pGWEhdEi9hT2.jpg,,6.773,,"Crime, Thriller, Mystery"
,Fight Club,False,273.606,False,28554,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,1999-10-15,550,[18],Fight Club,en,,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",/hZkgoQYus5vegHoetLkCJzb17zJ.jpg,,8.441,,Drama
,The Grey,False,233.791,False,3709,/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,2012-01-26,75174,"[18, 53, 28, 12]",The Grey,en,,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",/c9VuAhIVz51NJnQnkdj8TDwFcTz.jpg,,6.564,,"Drama, Thriller, Action, Adventure"
,Jackie,False,250.018,False,2255,/nF9N33PfhizMEzbfxHoxXBo2vx9.jpg,2016-12-02,376866,[18],Jackie,en,,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",/lF41LYBSLVpZ61rZci471pqi6UW.jpg,,6.444,,Drama
,Kong: Skull Island,False,225.504,False,10159,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,2017-03-08,293167,"[28, 12, 14]",Kong: Skull Island,en,,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",/jks6QgJjsaDC5iT6bxLsSS0eo6L.jpg,,6.537,,"Action, Adventure, Fantasy"
,The General,False,242.967,False,1173,/nIp4gIXogCjfB1QABNsWwa9gSca.jpg,1926-12-25,961,"[35, 28, 12, 10752]",The General,en,,"During America’s Civil War, Union spies steal engineer Johnny Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.",/h68ilwiTesb5wmDgy2mHYkVuOBP.jpg,,7.959,,"Comedy, Action, Adventure, War"
,"Oh, God! Book II",False,249.576,False,39,/x73T2sO9vTfTI3fDoEgSmxNWIuz.jpg,1980-10-03,38147,"[14, 35]","Oh, God! Book II",en,,"God appears before 11-year-old Tracy Richards to ask for her help to spread his word and influence over the world which she suggests the slogan 'Think God.' Naturaly, Tracy's divorced parents think Tracy's crazy, and plot to halt her 'heaven-sent' mission to spread God's word.",/anqF4leHwJ9mEoPXUJTpzPjTNd3.jpg,,5.167,,"Fantasy, Comedy"
